path,file_name,backup_group,size_bytes,size_gb,timestamp,modification_timestamp,apparent_creation_timestamp,backup_family,database_type,associated_operation,subsystem,object_type,classification,reason,newer_replacement,recommended_action,confidence
backups/fundamentals_v4_phase13f4_2_structural_production/20260913T_PHASE13F4_2_PRODUCTION_APPLY/fundamentals_analysis.db,fundamentals_analysis.db,fundamentals_v4_phase13f4_2_structural_production/20260913T_PHASE13F4_2_PRODUCTION_APPLY,1557794816,1.557795,2026-09-13T14:53:47.908909Z,2026-09-13T14:53:47.908909Z,,Phase 13F structural production activation,fundamentals_analysis,structural production activation,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_2_structural_production/20260913T_PHASE13F4_2_PRODUCTION_APPLY/fundamentals_provider.db,fundamentals_provider.db,fundamentals_v4_phase13f4_2_structural_production/20260913T_PHASE13F4_2_PRODUCTION_APPLY,922853376,0.922853,2026-09-13T14:53:42.767313Z,2026-09-13T14:53:42.767313Z,,Phase 13F structural production activation,fundamentals_provider,structural production activation,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_2_structural_production/20260913T_PHASE13F4_2_PRODUCTION_APPLY/fundamentals_v4.db,fundamentals_v4.db,fundamentals_v4_phase13f4_2_structural_production/20260913T_PHASE13F4_2_PRODUCTION_APPLY,639561728,0.639562,2026-09-13T14:53:45.260551Z,2026-09-13T14:53:45.260551Z,,Phase 13F structural production activation,fundamentals_v4 canonical,structural production activation,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_3_structural_production/20260913T_PHASE13F4_3_PRODUCTION_RETRY/backup_manifest.json,backup_manifest.json,fundamentals_v4_phase13f4_3_structural_production/20260913T_PHASE13F4_3_PRODUCTION_RETRY,7190,0.000007,2026-09-13T15:20:16.348535Z,2026-09-13T15:20:16.348535Z,,Phase 13F structural production activation,metadata/configuration,structural production activation,historical Fundamentals phase,evidence manifest,EVIDENCE_OR_METADATA,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_3_structural_production/20260913T_PHASE13F4_3_PRODUCTION_RETRY/fundamentals_analysis.db,fundamentals_analysis.db,fundamentals_v4_phase13f4_3_structural_production/20260913T_PHASE13F4_3_PRODUCTION_RETRY,1557794816,1.557795,2026-09-13T15:20:11.676059Z,2026-09-13T15:20:11.676059Z,,Phase 13F structural production activation,fundamentals_analysis,structural production activation,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_3_structural_production/20260913T_PHASE13F4_3_PRODUCTION_RETRY/fundamentals_provider.db,fundamentals_provider.db,fundamentals_v4_phase13f4_3_structural_production/20260913T_PHASE13F4_3_PRODUCTION_RETRY,922853376,0.922853,2026-09-13T15:20:06.668071Z,2026-09-13T15:20:06.668071Z,,Phase 13F structural production activation,fundamentals_provider,structural production activation,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_3_structural_production/20260913T_PHASE13F4_3_PRODUCTION_RETRY/fundamentals_v4.db,fundamentals_v4.db,fundamentals_v4_phase13f4_3_structural_production/20260913T_PHASE13F4_3_PRODUCTION_RETRY,639561728,0.639562,2026-09-13T15:20:09.216065Z,2026-09-13T15:20:09.216065Z,,Phase 13F structural production activation,fundamentals_v4 canonical,structural production activation,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_4_structural_production/20260913T_PHASE13F4_4_PRODUCTION_FINAL_RETRY/backup_manifest.json,backup_manifest.json,fundamentals_v4_phase13f4_4_structural_production/20260913T_PHASE13F4_4_PRODUCTION_FINAL_RETRY,7226,0.000007,2026-09-13T16:06:25.804675Z,2026-09-13T16:06:25.804675Z,,Phase 13F structural production activation,metadata/configuration,structural production activation,historical Fundamentals phase,evidence manifest,EVIDENCE_OR_METADATA,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_4_structural_production/20260913T_PHASE13F4_4_PRODUCTION_FINAL_RETRY/fundamentals_analysis.db,fundamentals_analysis.db,fundamentals_v4_phase13f4_4_structural_production/20260913T_PHASE13F4_4_PRODUCTION_FINAL_RETRY,1557794816,1.557795,2026-09-13T16:06:21.898336Z,2026-09-13T16:06:21.898336Z,,Phase 13F structural production activation,fundamentals_analysis,structural production activation,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_4_structural_production/20260913T_PHASE13F4_4_PRODUCTION_FINAL_RETRY/fundamentals_provider.db,fundamentals_provider.db,fundamentals_v4_phase13f4_4_structural_production/20260913T_PHASE13F4_4_PRODUCTION_FINAL_RETRY,922853376,0.922853,2026-09-13T16:06:16.918340Z,2026-09-13T16:06:16.918340Z,,Phase 13F structural production activation,fundamentals_provider,structural production activation,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_4_structural_production/20260913T_PHASE13F4_4_PRODUCTION_FINAL_RETRY/fundamentals_v4.db,fundamentals_v4.db,fundamentals_v4_phase13f4_4_structural_production/20260913T_PHASE13F4_4_PRODUCTION_FINAL_RETRY,639561728,0.639562,2026-09-13T16:06:19.238338Z,2026-09-13T16:06:19.238338Z,,Phase 13F structural production activation,fundamentals_v4 canonical,structural production activation,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_7_structural_production/20260913T_PHASE13F4_7_PRODUCTION_ACTIVATION/backup_manifest.json,backup_manifest.json,fundamentals_v4_phase13f4_7_structural_production/20260913T_PHASE13F4_7_PRODUCTION_ACTIVATION,7220,0.000007,2026-09-13T18:56:10.970035Z,2026-09-13T18:56:10.970035Z,,Phase 13F structural production activation,metadata/configuration,structural production activation,historical Fundamentals phase,evidence manifest,EVIDENCE_OR_METADATA,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_7_structural_production/20260913T_PHASE13F4_7_PRODUCTION_ACTIVATION/fundamentals_analysis.db,fundamentals_analysis.db,fundamentals_v4_phase13f4_7_structural_production/20260913T_PHASE13F4_7_PRODUCTION_ACTIVATION,1557794816,1.557795,2026-09-13T18:56:06.788448Z,2026-09-13T18:56:06.788448Z,,Phase 13F structural production activation,fundamentals_analysis,structural production activation,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_7_structural_production/20260913T_PHASE13F4_7_PRODUCTION_ACTIVATION/fundamentals_provider.db,fundamentals_provider.db,fundamentals_v4_phase13f4_7_structural_production/20260913T_PHASE13F4_7_PRODUCTION_ACTIVATION,922853376,0.922853,2026-09-13T18:56:01.820455Z,2026-09-13T18:56:01.820455Z,,Phase 13F structural production activation,fundamentals_provider,structural production activation,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_7_structural_production/20260913T_PHASE13F4_7_PRODUCTION_ACTIVATION/fundamentals_v4.db,fundamentals_v4.db,fundamentals_v4_phase13f4_7_structural_production/20260913T_PHASE13F4_7_PRODUCTION_ACTIVATION,639561728,0.639562,2026-09-13T18:56:04.128452Z,2026-09-13T18:56:04.128452Z,,Phase 13F structural production activation,fundamentals_v4 canonical,structural production activation,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_8_structural_production/20260913T_PHASE13F4_8_PRODUCTION_ACTIVATION/backup_manifest.json,backup_manifest.json,fundamentals_v4_phase13f4_8_structural_production/20260913T_PHASE13F4_8_PRODUCTION_ACTIVATION,7220,0.000007,2026-09-13T19:44:02.280499Z,2026-09-13T19:44:02.280499Z,,Phase 13F structural production activation,metadata/configuration,structural production activation,historical Fundamentals phase,evidence manifest,EVIDENCE_OR_METADATA,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_8_structural_production/20260913T_PHASE13F4_8_PRODUCTION_ACTIVATION/fundamentals_analysis.db,fundamentals_analysis.db,fundamentals_v4_phase13f4_8_structural_production/20260913T_PHASE13F4_8_PRODUCTION_ACTIVATION,1557794816,1.557795,2026-09-13T19:43:56.988622Z,2026-09-13T19:43:56.988622Z,,Phase 13F structural production activation,fundamentals_analysis,structural production activation,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_8_structural_production/20260913T_PHASE13F4_8_PRODUCTION_ACTIVATION/fundamentals_provider.db,fundamentals_provider.db,fundamentals_v4_phase13f4_8_structural_production/20260913T_PHASE13F4_8_PRODUCTION_ACTIVATION,922853376,0.922853,2026-09-13T19:43:51.098722Z,2026-09-13T19:43:51.098722Z,,Phase 13F structural production activation,fundamentals_provider,structural production activation,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_8_structural_production/20260913T_PHASE13F4_8_PRODUCTION_ACTIVATION/fundamentals_v4.db,fundamentals_v4.db,fundamentals_v4_phase13f4_8_structural_production/20260913T_PHASE13F4_8_PRODUCTION_ACTIVATION,639561728,0.639562,2026-09-13T19:43:53.907293Z,2026-09-13T19:43:53.907293Z,,Phase 13F structural production activation,fundamentals_v4 canonical,structural production activation,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_9_structural_production/20260914T_PHASE13F4_9_PRODUCTION_ACTIVATION/backup_manifest.json,backup_manifest.json,fundamentals_v4_phase13f4_9_structural_production/20260914T_PHASE13F4_9_PRODUCTION_ACTIVATION,14772,0.000015,2026-09-14T07:31:48.450787Z,2026-09-14T07:31:48.450787Z,,Phase 13F structural production activation,metadata/configuration,structural production activation,historical Fundamentals phase,evidence manifest,EVIDENCE_OR_METADATA,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_9_structural_production/20260914T_PHASE13F4_9_PRODUCTION_ACTIVATION/fundamentals_analysis.db,fundamentals_analysis.db,fundamentals_v4_phase13f4_9_structural_production/20260914T_PHASE13F4_9_PRODUCTION_ACTIVATION,1557794816,1.557795,2026-09-14T07:31:04.688339Z,2026-09-14T07:31:04.688339Z,,Phase 13F structural production activation,fundamentals_analysis,structural production activation,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_9_structural_production/20260914T_PHASE13F4_9_PRODUCTION_ACTIVATION/fundamentals_provider.db,fundamentals_provider.db,fundamentals_v4_phase13f4_9_structural_production/20260914T_PHASE13F4_9_PRODUCTION_ACTIVATION,922853376,0.922853,2026-09-14T07:30:43.579047Z,2026-09-14T07:30:43.579047Z,,Phase 13F structural production activation,fundamentals_provider,structural production activation,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_9_structural_production/20260914T_PHASE13F4_9_PRODUCTION_ACTIVATION/fundamentals_v4.db,fundamentals_v4.db,fundamentals_v4_phase13f4_9_structural_production/20260914T_PHASE13F4_9_PRODUCTION_ACTIVATION,639561728,0.639562,2026-09-14T07:30:51.263231Z,2026-09-14T07:30:51.263231Z,,Phase 13F structural production activation,fundamentals_v4 canonical,structural production activation,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
